trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,starttext.started,starttext.stopped,music.id,Quadrants.id,russellsQuad.started,russellsQuad.stopped,music.started,music.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,fixCross.started,fixCross.stopped,goodbyetext.started,goodbyetext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10,0,10,0,,,../fMRI_stim/music/Q4/MT0027976714.wav,Q3,116.85047376505099,None,116.83306917399167,128.8411273410311,[-0.2575],[-0.1525],[1],[0],[0],[12.12000546103809],0.0018339728703722358,None,128.97799545200542,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
11,0,11,0,,,../fMRI_stim/music/Q4/MT0028374210.wav,Q3,131.40828837803565,None,131.3930846719537,None,[-0.22],[-0.17625],[1],[0],[0],[6.170014134957455],0.004394477000460029,None,137.56978317606263,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
12,0,12,0,,,../fMRI_stim/music/Q2/MT0014845647.wav,Q2,139.99844936805312,None,139.98546834096777,None,[-0.145],[0.17125],[1],[0],[0],[8.805150761967525],0.007170737837441266,None,148.79564833000768,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
13,0,13,0,,,../fMRI_stim/music/Q3/MT0013416300.wav,Q3,151.1980868469691,None,151.1791479479987,None,[-0.17625],[-0.1775],[1],[0],[0],[7.061300322995521],0.0005622870521619916,None,158.25109900999814,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
14,0,14,0,,,../fMRI_stim/music/Q3/MT0014118699.wav,Q3,160.6676874749828,None,160.65345648804214,None,[-0.13625],[-0.1675],[1],[0],[0],[9.605041738948785],0.0052030651131644845,None,170.26642004295718,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
15,0,15,0,,,../fMRI_stim/music/Q4/MT0012222183.wav,Q3,172.71809414902236,None,172.7022573919734,184.71342010400258,[-0.06],[-0.15875],[1],[0],[0],[12.472866644035093],0.0019541350193321705,None,185.18754932796583,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
16,0,16,0,,,../fMRI_stim/music/Q3/MT0004842694.wav,Q3,187.57115732005332,None,187.56116869000252,None,[-0.0625],[-0.16125],[1],[0],[0],[10.473421012982726],0.006034871912561357,None,198.03991919895634,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
17,0,17,0,,,../fMRI_stim/music/Q3/MT0002086401.wav,Q3,200.44810586306266,None,200.43102322700432,212.44414318399504,[-0.0975],[-0.17625],[1],[0],[0],[13.64806573104579],0.0020651230588555336,None,214.08763143897522,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
18,0,18,0,,,../fMRI_stim/music/Q1/MT0002794078.wav,Q1,216.4507316639647,None,216.4390794200357,None,[0.20375],[0.1325],[1],[0],[0],[8.832937326980755],0.007287776097655296,None,225.27729081001598,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
19,0,19,0,,,../fMRI_stim/music/Q2/MT0002602057.wav,Q1,227.68147661699913,None,227.6656769839581,None,[0.16],[0.0775],[1],[0],[0],[10.279374174075201],0.0042164509650319815,None,237.95186713396106,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
20,0,20,0,,,../fMRI_stim/music/Q2/MT0003462877.wav,Q1,240.34955814201385,None,240.33677051304838,None,[0.1975],[0.14625],[1],[0],[0],[3.4524261070182547],0.003952505998313427,None,243.79573432402685,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
21,0,21,0,,,../fMRI_stim/music/Q1/MT0018031959.wav,Q1,246.17676959896926,None,246.16092203198932,None,[0.205],[0.18375],[1],[0],[0],[7.716827469062991],0.0018540059681981802,None,253.90034629998263,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
22,0,22,0,,,../fMRI_stim/music/Q3/MT0001844620.wav,Q3,256.3425461159786,None,256.3262186579639,268.3434618089814,[-0.1775],[-0.24375],[1],[0],[0],[16.079657495953143],0.0037243589758872986,None,272.4259824260371,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
23,0,23,0,,,../fMRI_stim/music/Q4/MT0006117018.wav,Q4,274.7837043220643,None,274.7704060619697,None,[0.22875],[-0.18875],[1],[0],[0],[8.361435586004518],0.005975460982881486,None,283.1370990689611,None,,,03_04,001,2023_Feb_16_1607,musicemotionlatency,2021.2.3,119.6840131847142,
,,,,,,,,,,,,,,,,,,,,,,285.15343873703387,None,,,,,,,
