MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0002811975.wav,1,0,1,0,0,0,0,3,0,2,2,2,,,,,,376.14913633999976,387.61632910000026,387.6523883,388.16077029999997,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ4.csv,,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ2.csv,music\Q2\MT0004867185.wav,1,0,1,0,0,1,1,1,0,0,0,1,,388.16077029999997,400.11686567999993,400.1669243999995,412.1220857999997,424.1842161199998,435.6174205999996,435.69230009999956,436.1513237999998,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ2.csv,music\Q2\MT0001975228.wav,1,0,1,0,0,1,1,1,0,1,1,0,,,,,,436.1513328400003,447.61873709999963,447.6630576999996,448.1524085000001,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ2.csv,music\Q2\MT0003807077.wav,1,0,1,0,0,1,1,1,0,2,2,2,,,,,,448.15195483999986,459.61900309999965,459.6628854999999,460.16730129999996,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ2.csv,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ1.csv,music\Q1\MT0004122617.wav,1,0,1,0,0,2,2,0,0,0,0,1,,460.16730129999996,472.1194403799999,472.16945510000005,484.1032212,496.15368131999963,507.6041280999998,507.662319,508.14955649999956,496.1551436999998,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ1.csv,music\Q1\MT0003213835.wav,1,0,1,0,0,2,2,0,0,1,1,2,,,,,,508.15393172,519.6045429999995,519.6624593999995,520.1336775,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ1.csv,music\Q1\MT0001703346.wav,1,0,1,0,0,2,2,0,0,2,2,0,,,,,,520.1377551399997,531.6050209999994,531.6424033000003,532.1550152999998,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ1.csv,,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ3.csv,music\Q3\MT0003402538.wav,1,0,1,0,0,3,3,2,0,0,0,1,,532.1550152999998,544.1055764800002,544.1556211999996,556.1134047999994,568.17286372,579.6068075000003,579.6734342,580.1322689999997,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ3.csv,music\Q3\MT0001472536.wav,1,0,1,0,0,3,3,2,0,1,1,0,,,,,,580.1399806400001,591.6072181,591.6428171999996,592.1487558999997,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ3.csv,music\Q3\MT0002379222.wav,1,0,1,0,0,3,3,2,0,2,2,2,,,,,,592.1572331200001,603.6076745,603.6626400999994,604.2363871999996,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
MusicListQ3.csv,,1,0,1,0,0,3,3,2,,,,,,,,,,,,,,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,14,1,True,2023-04-03_13h03.50.317,BrainplaybackQuadrants,2022.2.4,60.0725075164234,
,,,,,,,,,,,,,,,,,,,,,,,,604.2363871999996,628.2086122000001,628.2419746999994,629.2086674000002,,,,,,,,
