MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0013101577.wav,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,356.04464074000134,367.51175560000047,367.5553911999996,368.02992839999933,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ1.csv,music\Q1\MT0029065626.wav,1,0,1,0,0,0,0,0,0,2,2,0,,,,,,,368.02857116000087,379.51217709999764,379.53696219999983,380.0340623999982,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ1.csv,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ3.csv,music\Q3\MT0005963165.wav,1,0,1,0,0,1,1,2,0,0,0,2,,380.0340623999982,392.0125855799997,392.0458930999994,,404.0166308000007,416.06362303999776,427.5137963999987,427.56688080000094,428.0318576999998,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ3.csv,music\Q3\MT0011391187.wav,1,0,1,0,0,1,1,2,0,1,1,1,,,,,,,428.0304402599977,439.5142257000007,439.53615549999813,440.04046409999864,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ3.csv,music\Q3\MT0026905937.wav,1,0,1,0,0,1,1,2,0,2,2,0,,,,,,,440.04778204000104,451.5145206999987,451.5565009999991,452.03742259999854,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ3.csv,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ4.csv,music\Q4\MT0007232134.wav,1,0,1,0,0,2,2,3,0,0,0,2,,452.03742259999854,464.0153155799999,464.04823979999856,476.0154380999993,476.0154380999993,488.049097340001,499.51650549999977,499.5556835999996,500.04718800000046,488.04115249999813,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ4.csv,music\Q4\MT0030494794.wav,1,0,1,0,0,2,2,3,0,1,1,0,,,,,,,500.0495472399998,511.5165831999984,511.5556566999985,512.0359678999994,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ4.csv,music\Q4\MT0013955066.wav,1,0,1,0,0,2,2,3,0,2,2,1,,,,,,,512.0499192399984,523.5173329999998,523.5559212999979,524.0431615999987,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ4.csv,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ2.csv,music\Q2\MT0028750297.wav,1,0,1,0,0,3,3,1,0,0,0,0,,524.0431615999987,536.0177995800004,536.0511196000007,,548.0201984999985,560.0685439400004,571.5185968000005,571.5752054000004,572.0477401999997,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ2.csv,music\Q2\MT0006903607.wav,1,0,1,0,0,3,3,1,0,1,1,2,,,,,,,572.0522606400009,583.5193734999993,583.5562399999981,584.0358663999978,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ2.csv,music\Q2\MT0012001409.wav,1,0,1,0,0,3,3,1,0,2,2,1,,,,,,,584.0360210600011,595.5196808000001,595.5463634999978,596.1220446000007,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
MusicListQ2.csv,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,15,1,True,2023-04-04_16h47.02.002,BrainplaybackQuadrants,2022.2.4,59.988686133195046,
,,,,,,,,,,,,,,,,,,,,,,,,,596.1220446000007,620.0869396999988,620.1369320999984,621.0873250000004,,,,,,,,
