MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0009289348.wav,0,0,0,0,0,2,2,3,0,2,2,2,,,,,,,234.7593640999996,246.22623850000127,246.26283309999963,246.76555689999986,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ2.csv,music\Q2\MT0028167155.wav,0,0,0,0,0,3,3,1,0,0,0,1,,246.76555689999986,258.7267194,258.7766920000013,270.73251900000105,,282.7943695999998,294.2128991999998,294.30235080000057,294.7333034000003,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ2.csv,music\Q2\MT0012124855.wav,0,0,0,0,0,3,3,1,0,1,1,0,,,,,,,294.74643360000044,306.2116401000003,306.2727425000012,306.736919500001,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ2.csv,music\Q2\MT0007812490.wav,0,0,0,0,0,3,3,1,0,2,2,2,,,,,,,306.74521620000013,318.21208040000056,318.2526565999997,318.78104350000103,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ2.csv,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ4.csv,music\Q4\MT0028335228.wav,1,0,1,0,0,0,0,3,0,0,0,1,,318.78104350000103,330.7792396999997,330.7958249000003,342.78010350000113,354.8246319000009,354.83009219999946,366.2802449999999,366.34219529999973,366.81802849999985,342.78010350000113,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ4.csv,music\Q4\MT0001058887.wav,1,0,1,0,0,0,0,3,0,1,1,2,,,,,,,366.83050450000115,378.2807492000011,378.3420156000011,378.8073462000011,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ4.csv,music\Q4\MT0000235880.wav,1,0,1,0,0,0,0,3,0,2,2,0,,,,,,,378.814276100001,390.2811425,390.3220652,390.82492880000063,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ4.csv,,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ1.csv,music\Q1\MT0018617125.wav,1,0,1,0,0,1,1,0,0,0,0,1,,390.82492880000063,402.7816555000012,402.83155199999965,414.7646447999996,426.80550120000044,426.8160291,438.2661874000005,438.3219764000005,438.790653,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ1.csv,music\Q1\MT0000414517.wav,1,0,1,0,0,1,1,0,0,1,1,0,,,,,,,438.79970150000116,450.2666104,450.3019561000001,450.78843360000064,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ1.csv,music\Q1\MT0001753457.wav,1,0,1,0,0,1,1,0,0,2,2,2,,,,,,,450.8001188000009,462.26699420000114,462.31134550000024,462.8162607000013,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ1.csv,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ3.csv,music\Q3\MT0001515531.wav,1,0,1,0,0,2,2,2,0,0,0,2,,462.8162607000013,474.7675416000005,474.8168843000003,486.77162060000046,,498.83525309999965,510.26875459999974,510.34207080000124,510.7955259999999,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ3.csv,music\Q3\MT0000299291.wav,1,0,1,0,0,2,2,2,0,1,1,0,,,,,,,510.80226750000037,522.2691735000008,522.3192343999999,522.8088963999999,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ3.csv,music\Q3\MT0014050974.wav,1,0,1,0,0,2,2,2,0,2,2,1,,,,,,,522.8194483000003,534.2696130000004,534.3200216000005,534.8185688000012,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ2.csv,music\Q2\MT0001993588.wav,1,0,1,0,0,3,3,1,0,0,0,2,,534.8185688000012,546.7694759999998,546.8200717,558.7716668000012,570.8136023000006,570.8211452000011,582.2713454000004,582.3319556999995,582.7977140000003,558.7716668000012,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ2.csv,music\Q2\MT0000441552.wav,1,0,1,0,0,3,3,1,0,1,1,0,,,,,,,582.8048721999995,594.2717802000006,594.3119387000006,594.7976564,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ2.csv,music\Q2\MT0014997916.wav,1,0,1,0,0,3,3,1,0,2,2,1,,,,,,,594.8052897000008,606.2721813999997,606.3099597,606.9018971000005,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
MusicListQ2.csv,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,10,3,True,2023-03-02_15h19.17.704,BrainplaybackQuadrants,2022.2.4,60.18813607541048,
,,,,,,,,,,,,,,,,,,,,,,,,,606.9018971000005,630.8730993000008,630.9064245999998,631.8731045000004,,,,,,,,
